ticker,as_of_dt,px_last,px_bid,px_ask,opt_implied_volatility_mid,opt_div_yield,opt_undl_px,opt_finance_rt,opt_strike_px,opt_put_call,opt_expire_dt
TSLA US 01/17/15 P245 Equity,8/25/2014,17.47,17.05,17.25,39.3429,0,262.91,0.2944665,245,Put,1/17/2015
TSLA US 01/17/15 P250 Equity,8/25/2014,19.5,19.2,19.4,39.07611,0,262.91,0.2944665,250,Put,1/17/2015
TSLA US 01/17/15 P255 Equity,8/25/2014,21.95,21.5,21.7,38.87161,0,262.91,0.2944665,255,Put,1/17/2015
TSLA US 01/17/15 P260 Equity,8/25/2014,24.47,23.95,24.15,38.73241,0,262.91,0.2944665,260,Put,1/17/2015
TSLA US 01/17/15 P265 Equity,8/25/2014,26.75,26.5,26.7,38.42106,0,262.91,0.2944665,265,Put,1/17/2015
TSLA US 01/17/15 P270 Equity,8/25/2014,29.95,29.2,29.65,38.35485,0,262.91,0.2944665,270,Put,1/17/2015
TSLA US 01/17/15 P275 Equity,8/25/2014,32.65,32.2,32.8,38.5285,0,262.91,0.2944665,275,Put,1/17/2015
TSLA US 01/17/15 P280 Equity,8/25/2014,39.38,35.3,35.75,38.16399,0,262.91,0.2944665,280,Put,1/17/2015
TSLA US 01/17/15 P285 Equity,8/25/2014,58.15,38.55,39.15,38.16801,0,262.91,0.2944665,285,Put,1/17/2015
TSLA US 01/17/15 P290 Equity,8/25/2014,47.38,41.8,42.5,37.92323,0,262.91,0.2944665,290,Put,1/17/2015
TSLA US 01/17/15 P295 Equity,8/25/2014,46,45.55,46,37.9734,0,262.91,0.2944665,295,Put,1/17/2015
TSLA US 01/17/15 P300 Equity,8/25/2014,50.2,49.2,49.7,37.93387,0,262.91,0.2944665,300,Put,1/17/2015
TSLA US 01/17/15 P305 Equity,8/25/2014,56.6,52.95,53.6,37.82425,0,262.91,0.2944665,305,Put,1/17/2015
TSLA US 01/17/15 P310 Equity,8/25/2014,64.6,56.7,58,38.24754,0,262.91,0.2944665,310,Put,1/17/2015
TSLA US 01/17/15 P315 Equity,8/25/2014,88,60.35,61.75,37.70262,0,262.91,0.2944665,315,Put,1/17/2015
TSLA US 01/17/15 P320 Equity,8/25/2014,70.1,64.75,66.1,38.23093,0,262.91,0.2944665,320,Put,1/17/2015
TSLA US 01/17/15 P325 Equity,8/25/2014,76.3,68.35,70.2,37.55656,0,262.91,0.2944665,325,Put,1/17/2015
TSLA US 01/17/15 P330 Equity,8/25/2014,81.95,73.05,74.55,38.11015,0,262.91,0.2944665,330,Put,1/17/2015
TSLA US 01/17/15 P335 Equity,8/25/2014,84.6,77.2,78.8,37.81919,0,262.91,0.2944665,335,Put,1/17/2015
TSLA US 01/17/15 P340 Equity,8/25/2014,92.95,81.75,83.25,38.06086,0,262.91,0.2944665,340,Put,1/17/2015
TSLA US 01/17/15 P345 Equity,8/25/2014,94,86.05,87.75,37.92345,0,262.91,0.2944665,345,Put,1/17/2015
TSLA US 01/17/15 P350 Equity,8/25/2014,98.2,90.4,92.25,37.68565,0,262.91,0.2944665,350,Put,1/17/2015
TSLA US 01/17/15 P355 Equity,8/25/2014,100,95.25,96.8,38.07242,0,262.91,0.2944665,355,Put,1/17/2015
TSLA US 01/17/15 P360 Equity,8/25/2014,116.3,99.75,101.5,38.05858,0,262.91,0.2944665,360,Put,1/17/2015
TSLA US 01/17/15 P365 Equity,8/25/2014,107.6,103.95,106.1,37.2053,0,262.91,0.2944665,365,Put,1/17/2015
TSLA US 01/17/15 P370 Equity,8/25/2014,#N/A N/A,109.1,110.8,38.04448,0,262.91,0.2944665,370,Put,1/17/2015
TSLA US 01/17/15 P375 Equity,8/25/2014,#N/A N/A,113.15,115.6,37.19835,0,262.91,0.2944665,375,Put,1/17/2015
TSLA US 01/17/15 P380 Equity,8/25/2014,#N/A N/A,118.6,120.3,38.54227,0,262.91,0.2944665,380,Put,1/17/2015
TSLA US 01/17/15 P385 Equity,8/25/2014,#N/A N/A,123.4,125.05,39.20316,0,262.91,0.2944665,385,Put,1/17/2015
TSLA US 01/17/15 P390 Equity,8/25/2014,#N/A N/A,127.9,129.9,38.07438,0,262.91,0.2944665,390,Put,1/17/2015
TSLA US 01/17/15 P395 Equity,8/25/2014,158.15,133,134.7,39.47285,0,262.91,0.2944665,395,Put,1/17/2015
TSLA US 01/17/15 P400 Equity,8/25/2014,148.45,137.9,139.55,39.79123,0,262.91,0.2944665,400,Put,1/17/2015
TSLA US 01/17/15 P405 Equity,8/25/2014,#N/A N/A,142.2,144.45,37.55102,0,262.91,0.2944665,405,Put,1/17/2015
TSLA US 01/17/15 P410 Equity,8/25/2014,#N/A N/A,146.95,149.3,38.03223,0,262.91,0.2944665,410,Put,1/17/2015
TSLA US 01/17/15 P415 Equity,8/25/2014,#N/A N/A,152,154.2,38.70537,0,262.91,0.2944665,415,Put,1/17/2015
TSLA US 01/17/15 P420 Equity,8/25/2014,#N/A N/A,156.8,159.1,37.15222,0,262.91,0.2944665,420,Put,1/17/2015
TSLA US 01/17/15 P425 Equity,8/25/2014,#N/A N/A,162.35,164.05,40.02744,0,262.91,0.2944665,425,Put,1/17/2015
TSLA US 01/17/15 P430 Equity,8/25/2014,#N/A N/A,166.9,168.95,38.49542,0,262.91,0.2944665,430,Put,1/17/2015
TSLA US 01/17/15 P435 Equity,8/25/2014,196.3,172.25,173.9,40.62361,0,262.91,0.2944665,435,Put,1/17/2015
TSLA US 01/17/15 P440 Equity,8/25/2014,#N/A N/A,176.5,178.85,37.18433,0,262.91,0.2944665,440,Put,1/17/2015
TSLA US 01/17/15 P445 Equity,8/25/2014,#N/A N/A,181.5,183.8,37.572,0,262.91,0.2944665,445,Put,1/17/2015
TSLA US 01/17/15 P450 Equity,8/25/2014,#N/A N/A,186.45,188.75,37.54601,0,262.91,0.2944665,450,Put,1/17/2015
TSLA US 01/17/15 P455 Equity,8/25/2014,#N/A N/A,191.6,193.7,39.0167,0,262.91,0.2944665,455,Put,1/17/2015
TSLA US 01/17/15 P460 Equity,8/25/2014,#N/A N/A,196.5,198.65,38.55876,0,262.91,0.2944665,460,Put,1/17/2015
TSLA US 01/17/15 P465 Equity,8/25/2014,207.75,201.6,203.6,39.67122,0,262.91,0.2944665,465,Put,1/17/2015
TSLA US 01/17/15 P470 Equity,8/25/2014,#N/A N/A,206.25,208.6,36.79929,0,262.91,0.2944665,470,Put,1/17/2015
TSLA US 01/17/15 P475 Equity,8/25/2014,#N/A N/A,211.25,213.55,36.77697,0,262.91,0.2944665,475,Put,1/17/2015
TSLA US 01/17/15 P480 Equity,8/25/2014,#N/A N/A,216.2,218.55,36.67137,0,262.91,0.2944665,480,Put,1/17/2015
TSLA US 01/17/15 P485 Equity,8/25/2014,#N/A N/A,221.4,223.5,39.49146,0,262.91,0.2944665,485,Put,1/17/2015
TSLA US 01/17/15 P490 Equity,8/25/2014,#N/A N/A,226.45,228.5,40.75076,0,262.91,0.2944665,490,Put,1/17/2015
TSLA US 01/17/15 P495 Equity,8/25/2014,#N/A N/A,231.5,233.5,41.93004,0,262.91,0.2944665,495,Put,1/17/2015
TSLA US 01/17/15 P500 Equity,8/25/2014,#N/A N/A,236.55,239.4,48.99837,0,262.91,0.2944665,500,Put,1/17/2015
TSLA US 01/17/15 P505 Equity,8/25/2014,257,241.4,244.25,48.03793,0,262.91,0.2944665,505,Put,1/17/2015
TSLA US 01/17/15 P510 Equity,8/25/2014,#N/A N/A,246.6,249.25,49.77723,0,262.91,0.2944665,510,Put,1/17/2015
TSLA US 01/17/15 P515 Equity,8/25/2014,249.76,251.35,252.5,#N/A N/A,0,262.91,0.2944665,515,Put,1/17/2015
TSLA US 03/20/15 C5 Equity,8/25/2014,#N/A N/A,255.7,259.7,#N/A N/A,0,262.91,0.3657481,5,Call,3/20/2015
TSLA US 03/20/15 C10 Equity,8/25/2014,#N/A N/A,250.7,254.7,#N/A N/A,0,262.91,0.3657481,10,Call,3/20/2015
TSLA US 03/20/15 C15 Equity,8/25/2014,#N/A N/A,245.7,249.75,#N/A N/A,0,262.91,0.3657481,15,Call,3/20/2015
TSLA US 03/20/15 C20 Equity,8/25/2014,#N/A N/A,240.7,244.7,#N/A N/A,0,262.91,0.3657481,20,Call,3/20/2015
TSLA US 03/20/15 C22.5 Equity,8/25/2014,#N/A N/A,238.2,242.35,#N/A N/A,0,262.91,0.3657481,22.5,Call,3/20/2015
TSLA US 03/20/15 C25 Equity,8/25/2014,#N/A N/A,235.7,239.8,#N/A N/A,0,262.91,0.3657481,25,Call,3/20/2015
TSLA US 03/20/15 C30 Equity,8/25/2014,#N/A N/A,230.7,234.75,#N/A N/A,0,262.91,0.3657481,30,Call,3/20/2015
TSLA US 03/20/15 C35 Equity,8/25/2014,#N/A N/A,225.7,229.75,#N/A N/A,0,262.91,0.3657481,35,Call,3/20/2015
TSLA US 03/20/15 C40 Equity,8/25/2014,#N/A N/A,220.7,224.65,#N/A N/A,0,262.91,0.3657481,40,Call,3/20/2015
TSLA US 03/20/15 C45 Equity,8/25/2014,#N/A N/A,215.7,219.7,#N/A N/A,0,262.91,0.3657481,45,Call,3/20/2015
TSLA US 03/20/15 C50 Equity,8/25/2014,#N/A N/A,210.7,214.8,#N/A N/A,0,262.91,0.3657481,50,Call,3/20/2015
TSLA US 03/20/15 C55 Equity,8/25/2014,#N/A N/A,205.7,209.85,#N/A N/A,0,262.91,0.3657481,55,Call,3/20/2015
TSLA US 03/20/15 C60 Equity,8/25/2014,#N/A N/A,200.7,204.8,#N/A N/A,0,262.91,0.3657481,60,Call,3/20/2015
TSLA US 03/20/15 C65 Equity,8/25/2014,#N/A N/A,195.7,199.75,#N/A N/A,0,262.91,0.3657481,65,Call,3/20/2015
TSLA US 03/20/15 C70 Equity,8/25/2014,#N/A N/A,190.7,194.75,#N/A N/A,0,262.91,0.3657481,70,Call,3/20/2015
TSLA US 03/20/15 C75 Equity,8/25/2014,#N/A N/A,185.7,189.7,#N/A N/A,0,262.91,0.3657481,75,Call,3/20/2015
TSLA US 03/20/15 C80 Equity,8/25/2014,#N/A N/A,180.75,184.4,#N/A N/A,0,262.91,0.3657481,80,Call,3/20/2015
TSLA US 03/20/15 C85 Equity,8/25/2014,#N/A N/A,175.8,179.45,#N/A N/A,0,262.91,0.3657481,85,Call,3/20/2015
TSLA US 03/20/15 C90 Equity,8/25/2014,#N/A N/A,170.8,174.45,#N/A N/A,0,262.91,0.3657481,90,Call,3/20/2015
TSLA US 03/20/15 C95 Equity,8/25/2014,#N/A N/A,165.8,169.45,#N/A N/A,0,262.91,0.3657481,95,Call,3/20/2015
TSLA US 03/20/15 C100 Equity,8/25/2014,#N/A N/A,160.85,163.45,#N/A N/A,0,262.91,0.3657481,100,Call,3/20/2015
TSLA US 03/20/15 C105 Equity,8/25/2014,#N/A N/A,156,158.5,#N/A N/A,0,262.91,0.3657481,105,Call,3/20/2015
TSLA US 03/20/15 C110 Equity,8/25/2014,#N/A N/A,151.65,153.8,#N/A N/A,0,262.91,0.3657481,110,Call,3/20/2015
TSLA US 03/20/15 C115 Equity,8/25/2014,#N/A N/A,146.7,148.5,#N/A N/A,0,262.91,0.3657481,115,Call,3/20/2015
TSLA US 03/20/15 C120 Equity,8/25/2014,#N/A N/A,141.65,144.55,51.75466,0,262.91,0.3657481,120,Call,3/20/2015
TSLA US 03/20/15 C125 Equity,8/25/2014,#N/A N/A,136.85,139.5,50.60228,0,262.91,0.3657481,125,Call,3/20/2015
TSLA US 03/20/15 C130 Equity,8/25/2014,#N/A N/A,131.85,134.75,49.93149,0,262.91,0.3657481,130,Call,3/20/2015
TSLA US 03/20/15 C135 Equity,8/25/2014,#N/A N/A,127.1,128.95,43.19587,0,262.91,0.3657481,135,Call,3/20/2015
TSLA US 03/20/15 C140 Equity,8/25/2014,#N/A N/A,122.6,125.05,50.10465,0,262.91,0.3657481,140,Call,3/20/2015
TSLA US 03/20/15 C145 Equity,8/25/2014,#N/A N/A,117.4,120.35,48.04216,0,262.91,0.3657481,145,Call,3/20/2015
TSLA US 03/20/15 C150 Equity,8/25/2014,112,112.75,114.95,45.49796,0,262.91,0.3657481,150,Call,3/20/2015
TSLA US 03/20/15 C155 Equity,8/25/2014,73.7,108.15,110.05,44.81439,0,262.91,0.3657481,155,Call,3/20/2015
TSLA US 03/20/15 C160 Equity,8/25/2014,97.9,103.4,105.95,45.5815,0,262.91,0.3657481,160,Call,3/20/2015
TSLA US 03/20/15 C165 Equity,8/25/2014,#N/A N/A,98.95,100.85,43.62146,0,262.91,0.3657481,165,Call,3/20/2015
TSLA US 03/20/15 C170 Equity,8/25/2014,97,94.3,96.95,44.83883,0,262.91,0.3657481,170,Call,3/20/2015
TSLA US 03/20/15 C175 Equity,8/25/2014,68.95,90,91.85,43.51603,0,262.91,0.3657481,175,Call,3/20/2015
TSLA US 03/20/15 C180 Equity,8/25/2014,80.6,85.65,88.15,44.13478,0,262.91,0.3657481,180,Call,3/20/2015
TSLA US 03/20/15 C185 Equity,8/25/2014,81.15,81.4,83.65,43.53015,0,262.91,0.3657481,185,Call,3/20/2015
TSLA US 03/20/15 C190 Equity,8/25/2014,73.42,77.2,79.1,42.68261,0,262.91,0.3657481,190,Call,3/20/2015
TSLA US 03/20/15 C195 Equity,8/25/2014,75.35,73.15,75.6,43.08923,0,262.91,0.3657481,195,Call,3/20/2015
TSLA US 03/20/15 C200 Equity,8/25/2014,64.8,69.1,71.45,42.49195,0,262.91,0.3657481,200,Call,3/20/2015
TSLA US 03/20/15 C205 Equity,8/25/2014,69.25,65.35,67.4,42.12687,0,262.91,0.3657481,205,Call,3/20/2015
TSLA US 03/20/15 C210 Equity,8/25/2014,57.5,61.5,63.9,41.99423,0,262.91,0.3657481,210,Call,3/20/2015
TSLA US 03/20/15 C215 Equity,8/25/2014,60,57.95,60.15,41.68963,0,262.91,0.3657481,215,Call,3/20/2015
TSLA US 03/20/15 C220 Equity,8/25/2014,49.75,54.55,57.05,41.85866,0,262.91,0.3657481,220,Call,3/20/2015
TSLA US 03/20/15 C225 Equity,8/25/2014,56.9,51.15,53.4,41.37,0,262.91,0.3657481,225,Call,3/20/2015
TSLA US 03/20/15 C230 Equity,8/25/2014,48.88,47.9,50.1,41.09664,0,262.91,0.3657481,230,Call,3/20/2015
TSLA US 03/20/15 C235 Equity,8/25/2014,45.4,44.9,46.5,40.61144,0,262.91,0.3657481,235,Call,3/20/2015
TSLA US 03/20/15 C240 Equity,8/25/2014,43.7,41.95,44,40.7748,0,262.91,0.3657481,240,Call,3/20/2015
TSLA US 03/20/15 C245 Equity,8/25/2014,40,39.15,40.95,40.33968,0,262.91,0.3657481,245,Call,3/20/2015
TSLA US 03/20/15 C250 Equity,8/25/2014,36.83,36.65,38.05,40.30567,0,262.91,0.3657481,250,Call,3/20/2015
TSLA US 03/20/15 C255 Equity,8/25/2014,34.2,33.95,35.45,40.03903,0,262.91,0.3657481,255,Call,3/20/2015
TSLA US 03/20/15 C260 Equity,8/25/2014,32.8,31.5,32.95,39.83913,0,262.91,0.3657481,260,Call,3/20/2015
TSLA US 03/20/15 C265 Equity,8/25/2014,30.15,29.5,30.55,39.83284,0,262.91,0.3657481,265,Call,3/20/2015
TSLA US 03/20/15 C270 Equity,8/25/2014,27.81,27.4,28.3,39.70117,0,262.91,0.3657481,270,Call,3/20/2015
TSLA US 03/20/15 C275 Equity,8/25/2014,25.63,25.75,26.25,39.80219,0,262.91,0.3657481,275,Call,3/20/2015
TSLA US 03/20/15 C280 Equity,8/25/2014,20.83,23.2,24.4,39.36766,0,262.91,0.3657481,280,Call,3/20/2015
TSLA US 03/20/15 C285 Equity,8/25/2014,24.31,21.3,22.65,39.2606,0,262.91,0.3657481,285,Call,3/20/2015
TSLA US 03/20/15 C290 Equity,8/25/2014,17.3,19.65,20.95,39.18181,0,262.91,0.3657481,290,Call,3/20/2015
TSLA US 03/20/15 C295 Equity,8/25/2014,18.9,18.1,19.35,39.09669,0,262.91,0.3657481,295,Call,3/20/2015
TSLA US 03/20/15 C300 Equity,8/25/2014,16.7,17.25,17.8,39.37676,0,262.91,0.3657481,300,Call,3/20/2015
TSLA US 03/20/15 C305 Equity,8/25/2014,13.9,15.35,16.5,38.99612,0,262.91,0.3657481,305,Call,3/20/2015
TSLA US 03/20/15 C310 Equity,8/25/2014,14.6,14,15.35,38.96159,0,262.91,0.3657481,310,Call,3/20/2015
TSLA US 03/20/15 C315 Equity,8/25/2014,13.6,12.9,14,38.83977,0,262.91,0.3657481,315,Call,3/20/2015
TSLA US 03/20/15 C320 Equity,8/25/2014,11.11,11.9,12.7,38.70382,0,262.91,0.3657481,320,Call,3/20/2015
TSLA US 03/20/15 C325 Equity,8/25/2014,10,10.9,11.9,38.82331,0,262.91,0.3657481,325,Call,3/20/2015
TSLA US 03/20/15 C330 Equity,8/25/2014,11.05,10,10.9,38.75998,0,262.91,0.3657481,330,Call,3/20/2015
TSLA US 03/20/15 C335 Equity,8/25/2014,8.1,9.15,10,38.70504,0,262.91,0.3657481,335,Call,3/20/2015
TSLA US 03/20/15 C340 Equity,8/25/2014,7.5,8.4,9.25,38.7507,0,262.91,0.3657481,340,Call,3/20/2015
TSLA US 03/20/15 C345 Equity,8/25/2014,7.45,7.6,8.5,38.65394,0,262.91,0.3657481,345,Call,3/20/2015
TSLA US 03/20/15 C350 Equity,8/25/2014,6.23,7.05,7.75,38.67685,0,262.91,0.3657481,350,Call,3/20/2015
TSLA US 03/20/15 C355 Equity,8/25/2014,5.6,6.45,7.15,38.69956,0,262.91,0.3657481,355,Call,3/20/2015
TSLA US 03/20/15 C360 Equity,8/25/2014,5.05,5.85,6.55,38.6298,0,262.91,0.3657481,360,Call,3/20/2015
TSLA US 03/20/15 C365 Equity,8/25/2014,6.15,5.3,6,38.56513,0,262.91,0.3657481,365,Call,3/20/2015
TSLA US 03/20/15 C370 Equity,8/25/2014,5.75,4.7,5.5,38.40357,0,262.91,0.3657481,370,Call,3/20/2015
TSLA US 03/20/15 C375 Equity,8/25/2014,3.75,4.25,5.05,38.36789,0,262.91,0.3657481,375,Call,3/20/2015
TSLA US 03/20/15 C380 Equity,8/25/2014,3.56,4.05,4.6,38.5462,0,262.91,0.3657481,380,Call,3/20/2015
TSLA US 03/20/15 C385 Equity,8/25/2014,3.95,3.7,4.25,38.59596,0,262.91,0.3657481,385,Call,3/20/2015
TSLA US 03/20/15 C390 Equity,8/25/2014,3.1,3.25,3.9,38.43529,0,262.91,0.3657481,390,Call,3/20/2015
TSLA US 03/20/15 C395 Equity,8/25/2014,2.9,3.05,3.6,38.60313,0,262.91,0.3657481,395,Call,3/20/2015
TSLA US 03/20/15 C400 Equity,8/25/2014,3.3,2.94,3.3,38.86834,0,262.91,0.3657481,400,Call,3/20/2015
TSLA US 03/20/15 C405 Equity,8/25/2014,#N/A N/A,2.49,3,38.50531,0,262.91,0.3657481,405,Call,3/20/2015
TSLA US 03/20/15 C410 Equity,8/25/2014,2.35,2.33,2.72,38.56905,0,262.91,0.3657481,410,Call,3/20/2015
TSLA US 03/20/15 C415 Equity,8/25/2014,3.44,2.12,2.52,38.62184,0,262.91,0.3657481,415,Call,3/20/2015
TSLA US 03/20/15 C420 Equity,8/25/2014,1.85,1.94,2.29,38.61082,0,262.91,0.3657481,420,Call,3/20/2015
TSLA US 03/20/15 C425 Equity,8/25/2014,#N/A N/A,1.71,2.17,38.65173,0,262.91,0.3657481,425,Call,3/20/2015
TSLA US 03/20/15 C430 Equity,8/25/2014,2.35,1.61,1.98,38.75594,0,262.91,0.3657481,430,Call,3/20/2015
TSLA US 03/20/15 C435 Equity,8/25/2014,#N/A N/A,1.37,1.83,38.58205,0,262.91,0.3657481,435,Call,3/20/2015
TSLA US 03/20/15 C440 Equity,8/25/2014,#N/A N/A,1.24,1.7,38.63454,0,262.91,0.3657481,440,Call,3/20/2015
TSLA US 03/20/15 C445 Equity,8/25/2014,#N/A N/A,1.15,1.58,38.75939,0,262.91,0.3657481,445,Call,3/20/2015
TSLA US 03/20/15 C450 Equity,8/25/2014,2.1,1.07,1.47,38.89296,0,262.91,0.3657481,450,Call,3/20/2015
TSLA US 03/20/15 C455 Equity,8/25/2014,1.01,0.95,1.37,38.8966,0,262.91,0.3657481,455,Call,3/20/2015
TSLA US 03/20/15 C460 Equity,8/25/2014,1.58,0.86,1.28,38.96765,0,262.91,0.3657481,460,Call,3/20/2015
TSLA US 03/20/15 C465 Equity,8/25/2014,#N/A N/A,0.77,1.21,39.05369,0,262.91,0.3657481,465,Call,3/20/2015
TSLA US 03/20/15 C470 Equity,8/25/2014,#N/A N/A,0.68,1.05,38.7802,0,262.91,0.3657481,470,Call,3/20/2015
TSLA US 03/20/15 C475 Equity,8/25/2014,#N/A N/A,0.62,1.04,39.08637,0,262.91,0.3657481,475,Call,3/20/2015
TSLA US 03/20/15 C480 Equity,8/25/2014,#N/A N/A,0.54,1,39.18369,0,262.91,0.3657481,480,Call,3/20/2015
TSLA US 03/20/15 C485 Equity,8/25/2014,#N/A N/A,0.5,0.94,39.32219,0,262.91,0.3657481,485,Call,3/20/2015
TSLA US 03/20/15 C490 Equity,8/25/2014,0.95,0.47,0.86,39.37931,0,262.91,0.3657481,490,Call,3/20/2015
TSLA US 03/20/15 C495 Equity,8/25/2014,#N/A N/A,0.43,0.84,39.63017,0,262.91,0.3657481,495,Call,3/20/2015
TSLA US 03/20/15 C500 Equity,8/25/2014,#N/A N/A,0.37,0.78,39.57299,0,262.91,0.3657481,500,Call,3/20/2015
TSLA US 03/20/15 C505 Equity,8/25/2014,0.79,0.4,0.73,39.97274,0,262.91,0.3657481,505,Call,3/20/2015
TSLA US 03/20/15 C510 Equity,8/25/2014,#N/A N/A,0.4,0.72,40.41341,0,262.91,0.3657481,510,Call,3/20/2015
TSLA US 03/20/15 C515 Equity,8/25/2014,0.46,0.29,0.69,40.15127,0,262.91,0.3657481,515,Call,3/20/2015
TSLA US 03/20/15 C520 Equity,8/25/2014,#N/A N/A,0.26,0.66,40.27918,0,262.91,0.3657481,520,Call,3/20/2015
TSLA US 03/20/15 P5 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.26,243.4542,0,262.91,0.3657481,5,Put,3/20/2015
TSLA US 03/20/15 P10 Equity,8/25/2014,0.06,#N/A N/A,0.13,176.568,0,262.91,0.3657481,10,Put,3/20/2015
TSLA US 03/20/15 P15 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.26,166.5876,0,262.91,0.3657481,15,Put,3/20/2015
TSLA US 03/20/15 P20 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.25,147.7015,0,262.91,0.3657481,20,Put,3/20/2015
TSLA US 03/20/15 P22.5 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.26,141.2367,0,262.91,0.3657481,22.5,Put,3/20/2015
TSLA US 03/20/15 P25 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.25,134.1583,0,262.91,0.3657481,25,Put,3/20/2015
TSLA US 03/20/15 P30 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.25,123.3351,0,262.91,0.3657481,30,Put,3/20/2015
TSLA US 03/20/15 P35 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.25,114.3378,0,262.91,0.3657481,35,Put,3/20/2015
TSLA US 03/20/15 P40 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.25,106.6467,0,262.91,0.3657481,40,Put,3/20/2015
TSLA US 03/20/15 P45 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.26,100.4405,0,262.91,0.3657481,45,Put,3/20/2015
TSLA US 03/20/15 P50 Equity,8/25/2014,0.11,#N/A N/A,0.13,86.87028,0,262.91,0.3657481,50,Put,3/20/2015
TSLA US 03/20/15 P55 Equity,8/25/2014,0.05,#N/A N/A,0.29,90.36491,0,262.91,0.3657481,55,Put,3/20/2015
TSLA US 03/20/15 P60 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.3,85.80899,0,262.91,0.3657481,60,Put,3/20/2015
TSLA US 03/20/15 P65 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.32,81.97204,0,262.91,0.3657481,65,Put,3/20/2015
TSLA US 03/20/15 P70 Equity,8/25/2014,0.25,#N/A N/A,0.21,73.63755,0,262.91,0.3657481,70,Put,3/20/2015
TSLA US 03/20/15 P75 Equity,8/25/2014,0.25,#N/A N/A,0.32,73.84574,0,262.91,0.3657481,75,Put,3/20/2015
TSLA US 03/20/15 P80 Equity,8/25/2014,0.26,#N/A N/A,0.39,72.14301,0,262.91,0.3657481,80,Put,3/20/2015
TSLA US 03/20/15 P85 Equity,8/25/2014,0.3,#N/A N/A,0.42,69.36659,0,262.91,0.3657481,85,Put,3/20/2015
TSLA US 03/20/15 P90 Equity,8/25/2014,0.33,#N/A N/A,0.46,66.91694,0,262.91,0.3657481,90,Put,3/20/2015
TSLA US 03/20/15 P95 Equity,8/25/2014,0.5,0.01,0.51,58.88969,0,262.91,0.3657481,95,Put,3/20/2015
TSLA US 03/20/15 P100 Equity,8/25/2014,0.31,0.06,0.56,57.42758,0,262.91,0.3657481,100,Put,3/20/2015
TSLA US 03/20/15 P105 Equity,8/25/2014,#N/A N/A,0.13,0.63,56.28925,0,262.91,0.3657481,105,Put,3/20/2015
TSLA US 03/20/15 P110 Equity,8/25/2014,0.7,0.21,0.68,54.88055,0,262.91,0.3657481,110,Put,3/20/2015
TSLA US 03/20/15 P115 Equity,8/25/2014,0.99,0.31,0.78,53.92703,0,262.91,0.3657481,115,Put,3/20/2015
TSLA US 03/20/15 P120 Equity,8/25/2014,1.55,0.41,0.91,52.97098,0,262.91,0.3657481,120,Put,3/20/2015
TSLA US 03/20/15 P125 Equity,8/25/2014,0.95,0.55,1.01,51.88803,0,262.91,0.3657481,125,Put,3/20/2015
TSLA US 03/20/15 P130 Equity,8/25/2014,1.15,0.9,1.1,51.62869,0,262.91,0.3657481,130,Put,3/20/2015
TSLA US 03/20/15 P135 Equity,8/25/2014,1.47,0.9,1.37,50.32959,0,262.91,0.3657481,135,Put,3/20/2015
TSLA US 03/20/15 P140 Equity,8/25/2014,1.45,1.3,1.55,50.07843,0,262.91,0.3657481,140,Put,3/20/2015
TSLA US 03/20/15 P145 Equity,8/25/2014,1.7,1.37,1.8,48.69886,0,262.91,0.3657481,145,Put,3/20/2015
TSLA US 03/20/15 P150 Equity,8/25/2014,2,1.69,1.98,47.77898,0,262.91,0.3657481,150,Put,3/20/2015
TSLA US 03/20/15 P155 Equity,8/25/2014,2.35,1.96,2.45,47.32397,0,262.91,0.3657481,155,Put,3/20/2015
TSLA US 03/20/15 P160 Equity,8/25/2014,3.15,2.35,2.87,46.79235,0,262.91,0.3657481,160,Put,3/20/2015
TSLA US 03/20/15 P165 Equity,8/25/2014,4.75,2.77,3.35,46.2317,0,262.91,0.3657481,165,Put,3/20/2015
TSLA US 03/20/15 P170 Equity,8/25/2014,4.14,3.2,3.9,45.61908,0,262.91,0.3657481,170,Put,3/20/2015
TSLA US 03/20/15 P175 Equity,8/25/2014,4.09,3.85,4.5,45.26066,0,262.91,0.3657481,175,Put,3/20/2015
TSLA US 03/20/15 P180 Equity,8/25/2014,5.48,4.5,5.2,44.82882,0,262.91,0.3657481,180,Put,3/20/2015
TSLA US 03/20/15 P185 Equity,8/25/2014,5.55,5.3,5.7,44.13162,0,262.91,0.3657481,185,Put,3/20/2015
TSLA US 03/20/15 P190 Equity,8/25/2014,7.2,6.15,6.8,44.07477,0,262.91,0.3657481,190,Put,3/20/2015
TSLA US 03/20/15 P195 Equity,8/25/2014,7.45,7.05,7.8,43.71651,0,262.91,0.3657481,195,Put,3/20/2015
TSLA US 03/20/15 P200 Equity,8/25/2014,8.4,8.15,8.65,43.21678,0,262.91,0.3657481,200,Put,3/20/2015
